0x00A,"Fifty years have passed since\n
Simon {NAMEINSERT 0x0006} vanquished\n
the curse of {NAMEINSERT 0x0007}.\n
{WAITINPUT}{SAMECHAR}
Fate has dictated that {NAMEINSERT 0x0000}\n
{NAMEINSERT 0x0006}, blood descendant \n
of the {NAMEINSERT 0x0006} Family, hunt\n
for the relics of {NAMEINSERT 0x0007}.\n
{WAITINPUT}{SAMECHAR}
One day, {NAMEINSERT 0x0000}'s best friend, \n
{NAMEINSERT 0x0001}, who had set out on a\n
training expedition two years \n
earlier, returned unexpectedly...\n
his body covered with wounds. \n
{WAITINPUT}{SAMECHAR}
He informs {NAMEINSERT 0x0000} that Lydie, a \n
childhood friend whom they both \n
deeply care about, has been \n
kidnapped.\n
{WAITINPUT}{SAMECHAR}{NAMEINSERT 0x0001} has completely lost his \n
memory of his time training away \n
from home, and only has vague \n
images of the kidnapping.\n
{WAITINPUT}{SAMECHAR}
Ignoring his bodily injuries, {NAMEINSERT 0x0001}\n
leads {NAMEINSERT 0x0000} to the place where he \n
believes Lydie is being held captive.\n
{WAITINPUT}{SAMECHAR}
Passing through thick fog, the two\n
men happen upon a castle \n
undocumented on any map.\n
Could this be the fabled \n
{NAMEINSERT 0x0007}'s castle?  \n
{WAITINPUT}{SAMECHAR}
Standing solemnly in the night, \n
this forbidding castle welcomes its \n
unexpected guests as the \n
moonlight shines upon it...\n
{WAITINPUT}{SAMECHAR}"
0x00B,"{PORTRAIT 0x0001}{NAME 0x0000}
So you truly believe that \n
{NAMEINSERT 0x0004} was brought to this \n
castle...\n
{WAITINPUT}{NEWCHAR}{PORTRAIT 0x0002}{NAME 0x0001}
My memory fails me, but...\n
this seems to be the place...\n
Don't you believe me?\n
{WAITINPUT}{NEWCHAR}{PORTRAIT 0x0001}{NAME 0x0000}
I know better than \n
anyone that you are not \n
the type to lie.\n
{WAITINPUT}{NEWCHAR}{PORTRAIT 0x0002}{NAME 0x0001}{NAMEINSERT 0x0000}...\n
{NEXTACTION}
Aaargh!! \n
{WAITINPUT}{NEWCHAR}{PORTRAIT 0x0001}{NAME 0x0000}
Are you all right?!\n
{WAITINPUT}{NEWCHAR}{PORTRAIT 0x0002}{NAME 0x0001}
I− I'm fine... it's {NAMEINSERT 0x0004}\n
you should be concerned\n
about, not me...\n
{WAITINPUT}{SAMECHAR}
Go on ahead!!\n
I'll be right behind you.\n
You have my word.\n
{WAITINPUT}{NEWCHAR}{PORTRAIT 0x0001}{NAME 0x0000}
OK, then.\n
I'll see you inside!!\n
{WAITINPUT}{NEWCHAR}"
0x00C,"{PORTRAIT 0x0004}{NAME 0x0009}
Halt!\n
The color of your soul...\n
You must be a {NAMEINSERT 0x0006}...\n
{WAITINPUT}{NEWCHAR}{PORTRAIT 0x0001}{NAME 0x0000}
That is correct.  This... \n
overwhelming power...\n
{NAMEINSERT 0x0005}...?\n
{WAITINPUT}{NEWCHAR}{NEXTACTION}{PORTRAIT 0x0004}{NAME 0x0009}
Indeed.\n
{NAME 0x0005}{WAITINPUT}{NEWCHAR}{PORTRAIT 0x0001}{NAME 0x0000}
Which means this is, in\n
fact, {NAMEINSERT 0x0007}'s castle...\n
{WAITINPUT}{NEWCHAR}{PORTRAIT 0x0004}{NAME 0x0005}
That might be true... \n
though the power that is \n
here is not my lord's.\n
{WAITINPUT}{NEWCHAR}{PORTRAIT 0x0001}{NAME 0x0000}
What do you mean?!\n
{WAITINPUT}{NEWCHAR}{PORTRAIT 0x0004}{NAME 0x0005}
I must go now.\n
We shall meet again,\n
son of {NAMEINSERT 0x0006}...\n
{WAITINPUT}{NEWCHAR}{NEXTACTION}{COMMAND2 0x0000}{PORTRAIT 0x0001}{NAME 0x0000}
Aaargh...\n
He... got away...\n
{WAITINPUT}{NEWCHAR}"
0x00D,"{PORTRAIT 0x0001}{NAME 0x0000}{NAMEINSERT 0x0001}!!\n
Are you all right?\n
{WAITINPUT}{NEWCHAR}{PORTRAIT 0x0002}{NAME 0x0001}{NEXTACTION}
Oh... uh... {NAMEINSERT 0x0000}, is that\n
you? I'm glad you are all\n
right.\n
{WAITINPUT}{NEWCHAR}{PORTRAIT 0x0001}{NAME 0x0000}
What's wrong with you? \n
Standing around in a daze...\n
leaves you vulnerable.\n
{WAITINPUT}{NEWCHAR}{PORTRAIT 0x0002}{NAME 0x0001}{NEXTACTION}
I, uh... I think I have \n
been in this castle \n
before...\n
{WAITINPUT}{NEWCHAR}{NEXTACTION}{PORTRAIT 0x0001}{NAME 0x0000}
What did you say?\n
{WAITINPUT}{NEWCHAR}{NEXTACTION}{PORTRAIT 0x0002}{NAME 0x0001}
I can't clearly recall,\n
but I think I've been \n
here before...\n
{WAITINPUT}{NEWCHAR}{PORTRAIT 0x0001}{NAME 0x0000}
Your memory is coming \n
back to you? \n
{WAITINPUT}{NEWCHAR}{PORTRAIT 0x0002}{NAME 0x0001}
It seems so. I've been \n
feeling strange since\n
coming to the castle.\n
{WAITINPUT}{SAMECHAR}
If we continue a little\n
further, perhaps I may be\n
able to recall something.\n
{WAITINPUT}{NEWCHAR}{NEXTACTION}{PORTRAIT 0x0001}{NAME 0x0000}
Come on!\n
Let's go together, {NAMEINSERT 0x0001}.\n
{WAITINPUT}{NEWCHAR}{PORTRAIT 0x0002}{NAME 0x0001}
No, if we're going to find\n
{NAMEINSERT 0x0004}, we must separate.\n
We'll cover more ground.\n
{WAITINPUT}{NEWCHAR}{NEXTACTION}{PORTRAIT 0x0001}{NAME 0x0000}
Hmm...\n
Yes, you are right.\n
{WAITINPUT}{NEWCHAR}{PORTRAIT 0x0002}{NAME 0x0001}
Be careful, {NAMEINSERT 0x0000}. \n
{WAITINPUT}{NEWCHAR}{NEXTACTION}{PORTRAIT 0x0001}{NAME 0x0000}
Watch your back too,\n
{NAMEINSERT 0x0001}...\n
{WAITINPUT}{NEWCHAR}{NEXTACTION}"
0x00E,"{PORTRAIT 0x0003}{NAME 0x0001}{NAMEINSERT 0x0000}! There you are!\n
{WAITINPUT}{NEWCHAR}{PORTRAIT 0x0001}{NAME 0x0000}
What's happened, {NAMEINSERT 0x0001}?\n
Have you found {NAMEINSERT 0x0004}?\n
{WAITINPUT}{NEWCHAR}{PORTRAIT 0x0003}{NAME 0x0001}
How dare you ask ME of\n
{NAMEINSERT 0x0004}? You're one of her \n
captors, aren't you?\n
{WAITINPUT}{NEWCHAR}{PORTRAIT 0x0001}{NAME 0x0000}
Huh? What the hell are\n
you talking about?\n
{WAITINPUT}{NEWCHAR}{PORTRAIT 0x0003}{NAME 0x0001}
Oh, nothing... \n
Forget it.\n
{WAITINPUT}{SAMECHAR}
I know not the scope of\n
your power, {NAMEINSERT 0x0006}. But\n
I will not let you have her.\n
{WAITINPUT}{NEWCHAR}{PORTRAIT 0x0001}{NAME 0x0000}
What's happened to\n
you? You're not your\n
normal self!\n
{WAITINPUT}{NEWCHAR}{PORTRAIT 0x0003}{NAME 0x0001}
I got new powers to\n
surpass your strength.\n
But first, the woman...\n
{WAITINPUT}{SAMECHAR}
Farewell!\n
May you rot away within \n
the walls of this castle.\n
{WAITINPUT}{NEWCHAR}{NEXTACTION}{PORTRAIT 0x0001}{NAME 0x0000}
Wait, {NAMEINSERT 0x0001}!\n
{COMMAND2 0x0000}{WAITINPUT}{SAMECHAR}
Was that truly {NAMEINSERT 0x0001}?\n
Do my eyes and ears \n
deceive me?\n
{WAITINPUT}{NEWCHAR}"
0x00F,"{PORTRAIT 0x0002}{NAME 0x0001}{NAMEINSERT 0x0000}!\n
Have you found {NAMEINSERT 0x0004}?\n
{WAITINPUT}{NEWCHAR}{PORTRAIT 0x0001}{NAME 0x0000}
You...you're {NAMEINSERT 0x0001},\n
aren't you?\n
{WAITINPUT}{NEWCHAR}{PORTRAIT 0x0002}{NAME 0x0001}
Hey!  What do you mean\n
by that?\n
{WAITINPUT}{NEWCHAR}{PORTRAIT 0x0001}{NAME 0x0000}
Uh, nothing. Forget it.\n
So tell me, how did you\n
fare?\n
{WAITINPUT}{NEWCHAR}{PORTRAIT 0x0002}{NAME 0x0001}
I have found nothing yet.\n
But my memory is slowly\n
coming back to me.\n
{WAITINPUT}{NEWCHAR}{NEXTACTION}{PORTRAIT 0x0001}{NAME 0x0000}
Really? So {NAMEINSERT 0x0004} is \n
somewhere in this \n
castle after all?\n
{WAITINPUT}{NEWCHAR}{PORTRAIT 0x0002}{NAME 0x0001}
Yes, I'm sure of that now.\n
And I know that I have\n
also been here before...\n
{WAITINPUT}{SAMECHAR}
...\n
And, there is something\n
I think you should know...\n
{WAITINPUT}{NEWCHAR}{PORTRAIT 0x0001}{NAME 0x0000}
Go ahead, you can tell me\n
anything.\n
{WAITINPUT}{NEWCHAR}{PORTRAIT 0x0002}{NAME 0x0001}
The day you inherited the\n
title of Vampire Hunter...\n
I felt as if a wall had \n
{WAITINPUT}{SAMECHAR}
been erected between us...\n
and for that reason I set \n
out on my expedition.\n
{WAITINPUT}{SAMECHAR}
I wanted to be better \n
than you and relieve\n
you of your fate.\n
{WAITINPUT}{NEWCHAR}{PORTRAIT 0x0001}{NAME 0x0000}
...\n
{WAITINPUT}{NEWCHAR}{PORTRAIT 0x0002}{NAME 0x0001}
Long ago, you told me of\n
{NAMEINSERT 0x0007}'s remains. Do \n
you remember that?\n
{WAITINPUT}{NEWCHAR}{PORTRAIT 0x0001}{NAME 0x0000}
Yes, I remember.\n
The story of how my\n
grandfather, Simon, \n
{WAITINPUT}{SAMECHAR}
gathered {NAMEINSERT 0x0007}'s \n
remains and destroyed\n
them to undo his curse.\n
{WAITINPUT}{NEWCHAR}{PORTRAIT 0x0002}{NAME 0x0001}
I thought my wishes would \n
be granted if I too could \n
gather and destroy them.\n
{WAITINPUT}{NEWCHAR}"
0x010,"{PORTRAIT 0x0001}{NAME 0x0000}
What?! \n
You found them?!\n
{WAITINPUT}{NEWCHAR}{PORTRAIT 0x0002}{NAME 0x0001}
According to legend, it's\n
still too early for \n
{NAMEINSERT 0x0007}'s resurrection.\n
{WAITINPUT}{SAMECHAR}
It is not like anyone is \n
cursed right now either.\n
{WAITINPUT}{SAMECHAR}
At first, I was \n
doubtful that I could find \n
all his remains...\n
{WAITINPUT}{SAMECHAR}
But I uncovered six \n
parts, as if guided by\n
a higher being...\n
{WAITINPUT}{NEWCHAR}{PORTRAIT 0x0001}{NAME 0x0000}
That's impossible...\n
{WAITINPUT}{NEWCHAR}{PORTRAIT 0x0002}{NAME 0x0001}
I have little memory of \n
what occurred after that, \n
but the remains have \n
{WAITINPUT}{SAMECHAR}
vanished.  I do remember\n
clearly though that {NAMEINSERT 0x0004}\n
was kidnapped...\n
{WAITINPUT}{NEWCHAR}{PORTRAIT 0x0001}{NAME 0x0000}
If true, {NAMEINSERT 0x0007}'s bodily \n
remains may be giving \n
rise to this castle...\n
{WAITINPUT}{NEWCHAR}"
0x011,"{PORTRAIT 0x0001}{NAME 0x0000}
That means that the \n
remains found in this \n
castle are genuine...\n
{WAITINPUT}{NEWCHAR}{PORTRAIT 0x0002}{NAME 0x0001}
They are identical to the \n
ones I found. But, I have \n
little memory of what \n
{WAITINPUT}{SAMECHAR}
happened after I found\n
them. I only remember \n
{NAMEINSERT 0x0004} being brought here.\n
{WAITINPUT}{NEWCHAR}{PORTRAIT 0x0001}{NAME 0x0000}
If true, {NAMEINSERT 0x0007}'s \n
remains may be giving\n
rise to this castle...\n
{WAITINPUT}{NEWCHAR}"
0x012,"{PORTRAIT 0x0002}{NAME 0x0001}
Forgive me.\n
This is all my fault...\n
{WAITINPUT}{NEWCHAR}{PORTRAIT 0x0001}{NAME 0x0000}
I'm not the one you\n
should be seeking\n
forgiveness from...\n
{WAITINPUT}{NEWCHAR}{PORTRAIT 0x0002}{NAME 0x0001}
?!\n
{WAITINPUT}{NEWCHAR}{PORTRAIT 0x0001}{NAME 0x0000}
You ought to apologize to\n
{NAMEINSERT 0x0004} first. We must hurry\n
and find her.\n
{WAITINPUT}{NEWCHAR}{PORTRAIT 0x0002}{NAME 0x0001}
Yes. Yes, you're right.\n
OK, I'll be off then.\n
{WAITINPUT}{NEWCHAR}{PORTRAIT 0x0001}{NAME 0x0000}{NAMEINSERT 0x0001}...\n
I believe in you.\n
{WAITINPUT}{NEWCHAR}{PORTRAIT 0x0002}{NAME 0x0001}
Thanks,\n
{NAMEINSERT 0x0000}...\n
{WAITINPUT}{NEWCHAR}"
0x013,"{PORTRAIT 0x0001}{NAME 0x0000}
Aaargh!\n
{NAMEINSERT 0x0005} has returned!\n
{WAITINPUT}{NEWCHAR}{PORTRAIT 0x0004}{NAME 0x0005}
Mortal... you know of a\n
man by the name of \n
‘{NAMEINSERT 0x0001},' do you not?\n
{WAITINPUT}{NEWCHAR}{NEXTACTION}{PORTRAIT 0x0001}{NAME 0x0000}
Yes, I do!\n
What about him?!\n
{WAITINPUT}{NEWCHAR}{PORTRAIT 0x0004}{NAME 0x0005}
I believe that man has\n
discovered objects that\n
hold my lord's powers.\n
{WAITINPUT}{NEWCHAR}{NEXTACTION}{PORTRAIT 0x0001}{NAME 0x0000}
?!\n
You mean {NAMEINSERT 0x0007}'s \n
remains...\n
{WAITINPUT}{NEWCHAR}{PORTRAIT 0x0004}{NAME 0x0005}
My lord's fragmented \n
remains?!  Now it all\n
makes perfect sense...\n
{WAITINPUT}{NEWCHAR}{PORTRAIT 0x0001}{NAME 0x0000}
What on earth are you\n
talking about?!\n
{WAITINPUT}{NEWCHAR}{PORTRAIT 0x0004}{NAME 0x0005}
You have provided me with\n
an answer. So, I shall  \n
reward you with an\n
{WAITINPUT}{SAMECHAR}
explanation. It's simple. \n
This castle is a creation \n
of {NAMEINSERT 0x0001}'s will.\n
{WAITINPUT}{NEWCHAR}{NEXTACTION}{PORTRAIT 0x0001}{NAME 0x0000}
What?!\n
But he's not capable of \n
such a feat!\n
{WAITINPUT}{NEWCHAR}{PORTRAIT 0x0004}{NAME 0x0005}
True of the original \n
{NAMEINSERT 0x0001}, but possession of my \n
lord's remains changes \n
{WAITINPUT}{SAMECHAR}
everything. The castles' \n
two spirits now embody my\n
lord's powers.\n
{WAITINPUT}{NEWCHAR}{PORTRAIT 0x0001}{NAME 0x0000}
The castles' ‘two' spirits?!\n
{WAITINPUT}{NEWCHAR}{PORTRAIT 0x0004}{NAME 0x0005}
Two spirits exist now \n
within his body.  \n
{WAITINPUT}{SAMECHAR}
His original spirit and \n
a wicked spirit born\n
from my lord's remains.\n
{WAITINPUT}{NEWCHAR}{PORTRAIT 0x0001}{NAME 0x0000}
What a ridiculous notion...\n
{WAITINPUT}{NEWCHAR}{PORTRAIT 0x0004}{NAME 0x0005}
And so, two castles were \n
born to embody the two \n
spirits.\n
{WAITINPUT}{SAMECHAR}
Of the two spirits, \n
the wicked one wanted \n
the castles most.\n
{WAITINPUT}{NEWCHAR}{PORTRAIT 0x0001}{NAME 0x0000}
Wait a minute! What do you\n
mean by ‘two castles'?!\n
{WAITINPUT}{NEWCHAR}{PORTRAIT 0x0004}{NAME 0x0005}
Ignorant mortal... Don't\n
you realize that this castle\n
has two ""layers""?\n
{WAITINPUT}{SAMECHAR}
I don't want to have \n
anything more to do with \n
you. Farewell!\n
{WAITINPUT}{NEWCHAR}{NEXTACTION}{COMMAND2 0x0000}{PORTRAIT 0x0001}{NAME 0x0000}
W−wait!\n
Are you running away \n
from me?\n
{WAITINPUT}{NEWCHAR}{PORTRAIT 0x0004}{NAME 0x0005}
This castle, as it is now,\n
is a transient one. I must \n
go and aid its completion...\n
{WAITINPUT}{NEWCHAR}"
